child_id,grade,subject,chapter,num_quizzes,profile,quiz_id,nb_questions,start_time,end_time,time_spent,attempts_count,prev_final_score,final_score,completed,failed,abandoned,correct_count,wrong_count,hint_count,q1_correct,q1_wrong_attempts,q1_hint,q2_correct,q2_wrong_attempts,q2_hint,q3_correct,q3_wrong_attempts,q3_hint,q4_correct,q4_wrong_attempts,q4_hint,q5_correct,q5_wrong_attempts,q5_hint,q6_correct,q6_wrong_attempts,q6_hint,q7_correct,q7_wrong_attempts,q7_hint,q8_correct,q8_wrong_attempts,q8_hint
child_007,2,Science,States of Matter,13,average,Sta_13,5,2025-05-04 15:15:53.513963,2025-05-04 15:22:03.513963,370.0,1,,0.96,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_008,2,Science,States of Matter,13,average,Sta_13,5,2025-07-13 21:52:53.514542,2025-07-13 22:00:09.514542,436.0,1,,0.95,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_009,2,Science,States of Matter,13,weak,Sta_13,5,2025-06-12 08:29:53.514993,2025-06-12 08:37:15.514993,442.0,1,,0.06,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_009,2,Science,States of Matter,13,weak,Sta_13,5,2025-05-06 05:54:53.515309,2025-05-06 06:00:29.515309,336.0,2,0.06,0.4,0,1,0,3,3,0,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,,,,,,,,,
child_009,2,Science,States of Matter,13,weak,Sta_13,5,2025-05-16 23:04:53.515662,2025-05-16 23:10:40.515662,347.0,3,0.4,0.27,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Science,States of Matter,13,weak,Sta_13,5,2025-07-15 23:23:53.516089,2025-07-15 23:27:27.516089,214.0,1,,0.22,0,1,0,2,3,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Science,States of Matter,13,weak,Sta_13,5,2025-05-17 06:01:53.516411,2025-05-17 06:05:07.516411,194.0,2,0.22,0.28,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Science,States of Matter,13,weak,Sta_13,5,2025-06-26 08:57:53.516767,2025-06-26 09:03:58.516767,365.0,3,0.28,0.1,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
child_001,2,Science,Earth & Space,17,strong,Ear_01,5,2025-06-17 02:44:53.517139,2025-06-17 02:50:16.517139,323.0,1,,0.7,1,0,0,5,1,2,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,,,,,,,,,
child_002,2,Science,Earth & Space,17,strong,Ear_01,5,2025-07-24 12:00:53.517519,2025-07-24 12:06:50.517519,357.0,1,,0.96,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_003,2,Science,Earth & Space,17,strong,Ear_01,5,2025-05-20 04:00:53.517963,2025-05-20 04:08:01.517963,428.0,1,,0.95,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_004,2,Science,Earth & Space,17,strong,Ear_01,5,2025-05-04 06:25:53.518363,2025-05-04 06:26:53.518363,60.0,1,,1.0,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_005,2,Science,Earth & Space,17,strong,Ear_01,5,2025-05-24 03:18:53.518763,2025-05-24 03:26:00.518763,427.0,1,,0.86,1,0,0,5,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_006,2,Science,Earth & Space,17,average,Ear_01,5,2025-05-15 06:40:53.519185,2025-05-15 06:47:04.519185,371.0,1,,0.87,1,0,0,5,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,
child_007,2,Science,Earth & Space,17,average,Ear_01,5,2025-05-20 00:50:53.519550,2025-05-20 00:55:05.519550,252.0,1,,0.88,1,0,0,5,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,,,,,,,,,
child_008,2,Science,Earth & Space,17,average,Ear_01,5,2025-05-20 02:54:53.519991,2025-05-20 03:00:39.519991,346.0,1,,0.87,1,0,0,5,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,
child_009,2,Science,Earth & Space,17,weak,Ear_01,5,2025-07-29 13:02:53.520391,2025-07-29 13:05:52.520391,179.0,1,,0.29,0,1,0,2,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_009,2,Science,Earth & Space,17,weak,Ear_01,5,2025-05-06 07:21:53.520702,2025-05-06 07:24:51.520702,178.0,2,0.29,0.3,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_009,2,Science,Earth & Space,17,weak,Ear_01,5,2025-05-28 00:28:53.521119,2025-05-28 00:30:35.521119,102.0,3,0.3,0.32,0,1,0,2,3,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
child_010,2,Science,Earth & Space,17,weak,Ear_01,5,2025-06-27 22:34:53.521448,2025-06-27 22:38:44.521448,231.0,1,,0.89,1,0,0,5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,,,,
child_001,2,Science,Earth & Space,17,strong,Ear_02,7,2025-05-14 04:21:53.521902,2025-05-14 04:26:12.521902,259.0,1,,0.77,1,0,0,7,2,2,1,0,1,1,0,0,1,0,0,1,0,0,1,2,0,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_002,2,Science,Earth & Space,17,strong,Ear_02,7,2025-07-20 23:18:53.522409,2025-07-20 23:22:39.522409,226.0,1,,0.86,1,0,0,7,0,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_003,2,Science,Earth & Space,17,strong,Ear_02,7,2025-07-15 08:04:53.522865,2025-07-15 08:12:15.522865,442.0,1,,0.84,1,0,0,7,0,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,,,
child_004,2,Science,Earth & Space,17,strong,Ear_02,7,2025-05-08 06:03:53.523314,2025-05-08 06:10:01.523314,368.0,1,,0.62,0,1,0,5,3,0,1,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,
child_004,2,Science,Earth & Space,17,strong,Ear_02,7,2025-05-05 10:50:53.523727,2025-05-05 10:51:51.523727,58.0,2,0.62,0.87,1,0,0,7,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_005,2,Science,Earth & Space,17,strong,Ear_02,7,2025-07-18 08:24:53.524211,2025-07-18 08:28:20.524211,207.0,1,,0.92,1,0,0,7,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_006,2,Science,Earth & Space,17,average,Ear_02,7,2025-05-14 12:38:53.524640,2025-05-14 12:43:53.524640,300.0,1,,0.89,1,0,0,7,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,,,
child_007,2,Science,Earth & Space,17,average,Ear_02,7,2025-07-24 13:42:53.525108,2025-07-24 13:45:06.525108,133.0,1,,0.73,0,1,0,6,3,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,,,
child_007,2,Science,Earth & Space,17,average,Ear_02,7,2025-05-27 04:55:53.525531,2025-05-27 04:58:52.525531,179.0,2,0.73,0.93,1,0,0,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_008,2,Science,Earth & Space,17,average,Ear_02,7,2025-06-21 06:16:53.525991,2025-06-21 06:20:43.525991,230.0,1,,0.92,1,0,0,7,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,
child_009,2,Science,Earth & Space,17,weak,Ear_02,7,2025-07-09 11:36:53.526421,2025-07-09 11:43:08.526421,375.0,1,,0.33,0,1,0,3,3,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_009,2,Science,Earth & Space,17,weak,Ear_02,7,2025-05-10 03:22:53.526777,2025-05-10 03:23:52.526777,59.0,2,0.33,0.36,0,1,0,3,3,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_009,2,Science,Earth & Space,17,weak,Ear_02,7,2025-06-08 08:11:53.527160,2025-06-08 08:17:37.527160,344.0,3,0.36,0.38,0,1,0,4,3,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_010,2,Science,Earth & Space,17,weak,Ear_02,7,2025-07-01 14:42:53.527530,2025-07-01 14:46:21.527530,208.0,1,,0.64,0,1,0,5,3,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,,,
child_010,2,Science,Earth & Space,17,weak,Ear_02,7,2025-06-29 06:05:53.527949,2025-06-29 06:13:14.527949,441.0,2,0.64,0.26,0,1,0,2,3,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_010,2,Science,Earth & Space,17,weak,Ear_02,7,2025-05-19 11:29:53.528293,2025-05-19 11:32:13.528293,140.0,3,0.26,0.38,0,1,0,3,3,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
child_001,2,Science,Earth & Space,17,strong,Ear_03,8,2025-07-18 04:00:53.528645,2025-07-18 04:07:40.528645,407.0,1,,0.86,1,0,0,8,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
child_002,2,Science,Earth & Space,17,strong,Ear_03,8,2025-05-23 13:07:53.529170,2025-05-23 13:14:29.529170,396.0,1,,0.78,0,1,0,7,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
child_002,2,Science,Earth & Space,17,strong,Ear_03,8,2025-07-02 10:10:53.529609,2025-07-02 10:12:19.529609,86.0,2,0.78,0.91,1,0,0,8,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_003,2,Science,Earth & Space,17,strong,Ear_03,8,2025-06-01 06:10:53.530117,2025-06-01 06:17:54.530117,421.0,1,,0.17,0,1,0,2,3,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_003,2,Science,Earth & Space,17,strong,Ear_03,8,2025-07-22 04:12:53.530443,2025-07-22 04:18:41.530443,348.0,2,0.17,0.72,1,0,0,8,0,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
child_004,2,Science,Earth & Space,17,strong,Ear_03,8,2025-06-14 09:35:53.530924,2025-06-14 09:37:44.530924,111.0,1,,0.46,0,1,0,4,3,0,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_004,2,Science,Earth & Space,17,strong,Ear_03,8,2025-07-04 22:47:53.531310,2025-07-04 22:53:30.531310,337.0,2,0.46,0.83,1,0,0,8,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_005,2,Science,Earth & Space,17,strong,Ear_03,8,2025-05-22 10:09:53.531797,2025-05-22 10:15:06.531797,313.0,1,,0.18,0,1,0,2,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_005,2,Science,Earth & Space,17,strong,Ear_03,8,2025-07-13 06:53:53.532170,2025-07-13 06:55:43.532170,110.0,2,0.18,0.77,1,0,0,8,2,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_006,2,Science,Earth & Space,17,average,Ear_03,8,2025-05-05 13:21:53.532621,2025-05-05 13:22:46.532621,53.0,1,,0.89,1,0,0,8,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
child_007,2,Science,Earth & Space,17,average,Ear_03,8,2025-07-12 21:38:53.533101,2025-07-12 21:43:44.533101,291.0,1,,0.87,1,0,0,8,0,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
child_008,2,Science,Earth & Space,17,average,Ear_03,8,2025-07-16 02:24:53.533544,2025-07-16 02:28:02.533544,189.0,1,,0.2,0,1,0,2,3,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_008,2,Science,Earth & Space,17,average,Ear_03,8,2025-05-05 21:43:53.533893,2025-05-05 21:50:37.533893,404.0,2,0.2,0.27,0,1,0,3,3,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_008,2,Science,Earth & Space,17,average,Ear_03,8,2025-05-21 11:52:53.534260,2025-05-21 11:57:14.534260,261.0,3,0.27,0.78,1,0,0,8,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_03,8,2025-05-21 23:18:53.534722,2025-05-21 23:20:38.534722,105.0,1,,0.19,0,1,0,2,3,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_03,8,2025-07-20 11:54:53.535067,2025-07-20 11:57:59.535067,186.0,2,0.19,0.2,0,1,0,2,3,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_03,8,2025-05-08 08:57:53.535402,2025-05-08 08:59:32.535402,99.0,3,0.2,0.3,0,1,0,3,3,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_010,2,Science,Earth & Space,17,weak,Ear_03,8,2025-06-10 11:35:53.535764,2025-06-10 11:38:44.535764,171.0,1,,0.88,1,0,0,8,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_001,2,Science,Earth & Space,17,strong,Ear_04,8,2025-07-09 09:03:53.536242,2025-07-09 09:09:08.536242,315.0,1,,0.91,1,0,0,8,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
child_002,2,Science,Earth & Space,17,strong,Ear_04,8,2025-06-07 09:56:53.536678,2025-06-07 09:58:54.536678,121.0,1,,0.88,1,0,0,8,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_003,2,Science,Earth & Space,17,strong,Ear_04,8,2025-07-29 00:19:53.537212,2025-07-29 00:21:37.537212,104.0,1,,0.88,1,0,0,8,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_004,2,Science,Earth & Space,17,strong,Ear_04,8,2025-05-02 23:49:53.537652,2025-05-02 23:57:19.537652,446.0,1,,0.9,1,0,0,8,2,0,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_005,2,Science,Earth & Space,17,strong,Ear_04,8,2025-06-09 10:07:53.538144,2025-06-09 10:13:22.538144,329.0,1,,0.3,0,1,0,3,3,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_005,2,Science,Earth & Space,17,strong,Ear_04,8,2025-05-31 13:05:53.538494,2025-05-31 13:08:54.538494,181.0,2,0.3,0.76,1,0,0,8,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
child_006,2,Science,Earth & Space,17,average,Ear_04,8,2025-06-07 01:30:53.538976,2025-06-07 01:33:27.538976,154.0,1,,0.8,1,0,0,8,2,2,1,0,0,1,2,0,1,0,0,1,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
child_007,2,Science,Earth & Space,17,average,Ear_04,8,2025-05-06 14:07:53.539433,2025-05-06 14:12:56.539433,303.0,1,,0.16,0,1,0,2,3,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_007,2,Science,Earth & Space,17,average,Ear_04,8,2025-05-25 14:09:53.539767,2025-05-25 14:15:38.539767,345.0,2,0.16,0.06,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_007,2,Science,Earth & Space,17,average,Ear_04,8,2025-07-23 15:28:53.540105,2025-07-23 15:33:02.540105,249.0,3,0.06,0.74,1,0,0,8,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_008,2,Science,Earth & Space,17,average,Ear_04,8,2025-07-24 21:45:53.540559,2025-07-24 21:51:14.540559,321.0,1,,0.68,0,1,0,7,3,3,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
child_008,2,Science,Earth & Space,17,average,Ear_04,8,2025-05-28 13:12:53.541078,2025-05-28 13:18:40.541078,347.0,2,0.68,0.91,1,0,0,8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_04,8,2025-07-21 10:36:53.541564,2025-07-21 10:40:39.541564,226.0,1,,0.56,0,1,0,5,3,0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_04,8,2025-05-09 09:40:53.541991,2025-05-09 09:44:07.541991,194.0,2,0.56,0.16,0,1,0,1,3,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_009,2,Science,Earth & Space,17,weak,Ear_04,8,2025-06-26 09:53:53.542305,2025-06-26 09:59:17.542305,324.0,3,0.16,0.17,0,1,0,2,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_010,2,Science,Earth & Space,17,weak,Ear_04,8,2025-07-12 23:57:53.542624,2025-07-12 23:58:43.542624,50.0,1,,0.32,0,1,0,3,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_010,2,Science,Earth & Space,17,weak,Ear_04,8,2025-07-01 10:46:53.542993,2025-07-01 10:52:15.542993,322.0,2,0.32,0.31,0,1,0,3,3,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_010,2,Science,Earth & Space,17,weak,Ear_04,8,2025-06-07 01:45:53.543355,2025-06-07 01:50:00.543355,247.0,3,0.31,0.47,0,1,0,5,3,1,1,0,0,1,2,0,1,0,0,1,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child_001,2,Science,Earth & Space,17,strong,Ear_05,6,2025-06-17 03:21:53.543788,2025-06-17 03:24:22.543788,149.0,1,,0.91,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,1.0,,,,,,
child_002,2,Science,Earth & Space,17,strong,Ear_05,6,2025-05-28 00:54:53.544211,2025-05-28 00:58:28.544211,215.0,1,,0.08,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_002,2,Science,Earth & Space,17,strong,Ear_05,6,2025-06-27 07:00:53.544496,2025-06-27 07:02:52.544496,119.0,2,0.08,0.75,1,0,0,6,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_003,2,Science,Earth & Space,17,strong,Ear_05,6,2025-06-01 00:18:53.544917,2025-06-01 00:24:02.544917,309.0,1,,0.82,1,0,0,6,0,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,1.0,,,,,,
child_004,2,Science,Earth & Space,17,strong,Ear_05,6,2025-06-10 14:23:53.545331,2025-06-10 14:25:31.545331,98.0,1,,0.3,0,1,0,2,3,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_004,2,Science,Earth & Space,17,strong,Ear_05,6,2025-05-24 11:08:53.545644,2025-05-24 11:15:17.545644,384.0,2,0.3,0.75,1,0,0,6,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_005,2,Science,Earth & Space,17,strong,Ear_05,6,2025-05-08 22:36:53.546095,2025-05-08 22:38:41.546095,108.0,1,,0.82,1,0,0,6,2,1,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,1.0,0.0,1.0,,,,,,
child_006,2,Science,Earth & Space,17,average,Ear_05,6,2025-07-23 12:34:53.546489,2025-07-23 12:39:14.546489,261.0,1,,0.9,1,0,0,6,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.0,0.0,0.0,,,,,,
child_007,2,Science,Earth & Space,17,average,Ear_05,6,2025-07-31 22:30:53.546914,2025-07-31 22:36:42.546914,349.0,1,,0.31,0,1,0,3,3,1,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,,,,,
child_007,2,Science,Earth & Space,17,average,Ear_05,6,2025-06-14 06:19:53.547311,2025-06-14 06:26:57.547311,424.0,2,0.31,0.71,1,0,0,6,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1.0,0.0,1.0,,,,,,
child_008,2,Science,Earth & Space,17,average,Ear_05,6,2025-06-06 08:03:53.547731,2025-06-06 08:04:52.547731,59.0,1,,0.85,1,0,0,6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0,0.0,1.0,,,,,,
child_009,2,Science,Earth & Space,17,weak,Ear_05,6,2025-06-11 10:19:53.548149,2025-06-11 10:21:44.548149,111.0,1,,0.11,0,1,0,1,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_009,2,Science,Earth & Space,17,weak,Ear_05,6,2025-07-26 00:54:53.548430,2025-07-26 01:01:01.548430,368.0,2,0.11,0.6,1,0,0,6,2,2,1,2,0,1,0,0,1,0,1,1,0,0,1,0,1,1.0,0.0,0.0,,,,,,
child_010,2,Science,Earth & Space,17,weak,Ear_05,6,2025-06-05 11:25:53.548888,2025-06-05 11:30:42.548888,289.0,1,,0.59,0,1,0,4,3,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0.0,0.0,0.0,,,,,,
child_010,2,Science,Earth & Space,17,weak,Ear_05,6,2025-07-19 23:52:53.549273,2025-07-19 23:57:55.549273,302.0,2,0.59,0.16,0,1,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_010,2,Science,Earth & Space,17,weak,Ear_05,6,2025-08-01 14:29:53.549563,2025-08-01 14:31:33.549563,100.0,3,0.16,0.26,0,1,0,2,3,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_001,2,Science,Earth & Space,17,strong,Ear_06,6,2025-07-06 23:40:53.549923,2025-07-06 23:46:33.549923,340.0,1,,0.9,1,0,0,6,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_002,2,Science,Earth & Space,17,strong,Ear_06,6,2025-07-18 02:32:53.550328,2025-07-18 02:35:22.550328,149.0,1,,0.81,1,0,0,6,2,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1.0,2.0,0.0,,,,,,
child_003,2,Science,Earth & Space,17,strong,Ear_06,6,2025-05-12 02:52:53.550732,2025-05-12 02:55:53.550732,180.0,1,,0.99,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_004,2,Science,Earth & Space,17,strong,Ear_06,6,2025-05-10 08:47:53.551145,2025-05-10 08:54:11.551145,378.0,1,,0.89,1,0,0,6,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_005,2,Science,Earth & Space,17,strong,Ear_06,6,2025-05-13 23:57:53.551533,2025-05-14 00:02:22.551533,269.0,1,,0.98,1,0,0,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_006,2,Science,Earth & Space,17,average,Ear_06,6,2025-06-16 22:10:53.551955,2025-06-16 22:16:15.551955,322.0,1,,0.16,0,1,0,2,3,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,
child_006,2,Science,Earth & Space,17,average,Ear_06,6,2025-07-27 05:50:53.552289,2025-07-27 05:57:43.552289,410.0,2,0.16,0.68,1,0,0,6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0,0.0,1.0,,,,,,
child_007,2,Science,Earth & Space,17,average,Ear_06,6,2025-05-04 01:01:53.552681,2025-05-04 01:03:13.552681,80.0,1,,0.46,0,1,0,3,3,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0.0,0.0,0.0,,,,,,
child_007,2,Science,Earth & Space,17,average,Ear_06,6,2025-06-27 05:45:53.553138,2025-06-27 05:52:21.553138,388.0,2,0.46,0.72,1,0,0,6,1,2,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1.0,0.0,0.0,,,,,,
child_008,2,Science,Earth & Space,17,average,Ear_06,6,2025-05-23 00:29:53.553556,2025-05-23 00:36:06.553556,373.0,1,,0.38,0,1,0,3,3,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0.0,0.0,0.0,,,,,,
